county_UA,date,type,number
Brent,2020-04-04,new_cases,62
Brent,2020-04-05,new_cases,65
Brent,2020-04-06,new_cases,31
Brent,2020-04-07,new_cases,60
Brent,2020-04-08,new_cases,34
Brighton and Hove,2020-03-09,new_cases,0
Brighton and Hove,2020-03-10,new_cases,0
Brighton and Hove,2020-03-11,new_cases,0
Brighton and Hove,2020-03-12,new_cases,0
Brighton and Hove,2020-03-13,new_cases,1
Brighton and Hove,2020-03-14,new_cases,0
Brighton and Hove,2020-03-15,new_cases,1
Brighton and Hove,2020-03-16,new_cases,0
Brighton and Hove,2020-03-17,new_cases,-1
Brighton and Hove,2020-03-18,new_cases,2
Brighton and Hove,2020-03-19,new_cases,1
Brighton and Hove,2020-03-20,new_cases,2
Brighton and Hove,2020-03-21,new_cases,3
Brighton and Hove,2020-03-22,new_cases,0
Brighton and Hove,2020-03-23,new_cases,0
Brighton and Hove,2020-03-24,new_cases,8
Brighton and Hove,2020-03-25,new_cases,0
Brighton and Hove,2020-03-26,new_cases,5
Brighton and Hove,2020-03-27,new_cases,3
Brighton and Hove,2020-03-28,new_cases,0
Brighton and Hove,2020-03-29,new_cases,0
Brighton and Hove,2020-03-30,new_cases,0
Brighton and Hove,2020-03-31,new_cases,11
Brighton and Hove,2020-04-01,new_cases,5
Brighton and Hove,2020-04-02,new_cases,1
Brighton and Hove,2020-04-03,new_cases,21
Brighton and Hove,2020-04-04,new_cases,2
Brighton and Hove,2020-04-05,new_cases,11
Brighton and Hove,2020-04-06,new_cases,1
Brighton and Hove,2020-04-07,new_cases,1
Brighton and Hove,2020-04-08,new_cases,67
"Bristol, City of",2020-03-09,new_cases,0
"Bristol, City of",2020-03-10,new_cases,0
"Bristol, City of",2020-03-11,new_cases,1
"Bristol, City of",2020-03-12,new_cases,0
"Bristol, City of",2020-03-13,new_cases,2
"Bristol, City of",2020-03-14,new_cases,-1
"Bristol, City of",2020-03-15,new_cases,1
"Bristol, City of",2020-03-16,new_cases,2
"Bristol, City of",2020-03-17,new_cases,1
"Bristol, City of",2020-03-18,new_cases,4
"Bristol, City of",2020-03-19,new_cases,0
"Bristol, City of",2020-03-20,new_cases,1
"Bristol, City of",2020-03-21,new_cases,7
"Bristol, City of",2020-03-22,new_cases,3
"Bristol, City of",2020-03-23,new_cases,5
"Bristol, City of",2020-03-24,new_cases,9
"Bristol, City of",2020-03-25,new_cases,4
"Bristol, City of",2020-03-26,new_cases,10
"Bristol, City of",2020-03-27,new_cases,5
"Bristol, City of",2020-03-28,new_cases,9
"Bristol, City of",2020-03-29,new_cases,13
"Bristol, City of",2020-03-30,new_cases,14
"Bristol, City of",2020-03-31,new_cases,11
"Bristol, City of",2020-04-01,new_cases,14
"Bristol, City of",2020-04-02,new_cases,20
"Bristol, City of",2020-04-03,new_cases,19
"Bristol, City of",2020-04-04,new_cases,10
"Bristol, City of",2020-04-05,new_cases,1
"Bristol, City of",2020-04-06,new_cases,44
"Bristol, City of",2020-04-07,new_cases,0
"Bristol, City of",2020-04-08,new_cases,23
Bromley,2020-03-09,new_cases,0
Bromley,2020-03-10,new_cases,1
Bromley,2020-03-11,new_cases,0
Bromley,2020-03-12,new_cases,0
Bromley,2020-03-13,new_cases,2
Bromley,2020-03-14,new_cases,1
Bromley,2020-03-15,new_cases,2
Bromley,2020-03-16,new_cases,4
Bromley,2020-03-17,new_cases,12
Bromley,2020-03-18,new_cases,9
Bromley,2020-03-19,new_cases,8
Bromley,2020-03-20,new_cases,12
Bromley,2020-03-21,new_cases,11
Bromley,2020-03-22,new_cases,4
Bromley,2020-03-23,new_cases,9
Bromley,2020-03-24,new_cases,17
Bromley,2020-03-25,new_cases,32
Bromley,2020-03-26,new_cases,24
Bromley,2020-03-27,new_cases,39
Bromley,2020-03-28,new_cases,29
Bromley,2020-03-29,new_cases,51
Bromley,2020-03-30,new_cases,9
Bromley,2020-03-31,new_cases,18
Bromley,2020-04-01,new_cases,26
Bromley,2020-04-02,new_cases,45
Bromley,2020-04-03,new_cases,39
Bromley,2020-04-04,new_cases,29
Bromley,2020-04-05,new_cases,55
Bromley,2020-04-06,new_cases,32
Bromley,2020-04-07,new_cases,26
Bromley,2020-04-08,new_cases,36
Buckinghamshire,2020-03-09,new_cases,0
Buckinghamshire,2020-03-10,new_cases,1
Buckinghamshire,2020-03-11,new_cases,0
Buckinghamshire,2020-03-12,new_cases,2
Buckinghamshire,2020-03-13,new_cases,3
Buckinghamshire,2020-03-14,new_cases,6
Buckinghamshire,2020-03-15,new_cases,2
Buckinghamshire,2020-03-16,new_cases,-3
Buckinghamshire,2020-03-17,new_cases,11
Buckinghamshire,2020-03-18,new_cases,4
Buckinghamshire,2020-03-19,new_cases,12
Buckinghamshire,2020-03-20,new_cases,0
Buckinghamshire,2020-03-21,new_cases,2
Buckinghamshire,2020-03-22,new_cases,3
Buckinghamshire,2020-03-23,new_cases,1
Buckinghamshire,2020-03-24,new_cases,5
Buckinghamshire,2020-03-25,new_cases,9
Buckinghamshire,2020-03-26,new_cases,7
Buckinghamshire,2020-03-27,new_cases,40
Buckinghamshire,2020-03-28,new_cases,9
Buckinghamshire,2020-03-29,new_cases,13
Buckinghamshire,2020-03-30,new_cases,12
Buckinghamshire,2020-03-31,new_cases,7
Buckinghamshire,2020-04-01,new_cases,48
Buckinghamshire,2020-04-02,new_cases,17
Buckinghamshire,2020-04-03,new_cases,10
Buckinghamshire,2020-04-04,new_cases,33
Buckinghamshire,2020-04-05,new_cases,13
Buckinghamshire,2020-04-06,new_cases,32
Buckinghamshire,2020-04-07,new_cases,29
Buckinghamshire,2020-04-08,new_cases,13
Bury,2020-03-09,new_cases,0
Bury,2020-03-10,new_cases,0
Bury,2020-03-11,new_cases,0
Bury,2020-03-12,new_cases,0
Bury,2020-03-13,new_cases,0
Bury,2020-03-14,new_cases,0
Bury,2020-03-15,new_cases,0
Bury,2020-03-16,new_cases,3
Bury,2020-03-17,new_cases,1
Bury,2020-03-18,new_cases,0
Bury,2020-03-19,new_cases,1
Bury,2020-03-20,new_cases,2
Bury,2020-03-21,new_cases,1
Bury,2020-03-22,new_cases,3
Bury,2020-03-23,new_cases,1
Bury,2020-03-24,new_cases,2
Bury,2020-03-25,new_cases,6
Bury,2020-03-26,new_cases,4
Bury,2020-03-27,new_cases,3
Bury,2020-03-28,new_cases,10
Bury,2020-03-29,new_cases,15
Bury,2020-03-30,new_cases,4
Bury,2020-03-31,new_cases,13
Bury,2020-04-01,new_cases,3
Bury,2020-04-02,new_cases,12
Bury,2020-04-03,new_cases,15
Bury,2020-04-04,new_cases,2
Bury,2020-04-05,new_cases,20
Bury,2020-04-06,new_cases,14
Bury,2020-04-07,new_cases,13
Bury,2020-04-08,new_cases,15
Calderdale,2020-03-09,new_cases,0
Calderdale,2020-03-10,new_cases,0
Calderdale,2020-03-11,new_cases,0
Calderdale,2020-03-12,new_cases,2
Calderdale,2020-03-13,new_cases,0
Calderdale,2020-03-14,new_cases,1
Calderdale,2020-03-15,new_cases,2
Calderdale,2020-03-16,new_cases,-3
Calderdale,2020-03-17,new_cases,1
Calderdale,2020-03-18,new_cases,0
Calderdale,2020-03-19,new_cases,0
Calderdale,2020-03-20,new_cases,2
Calderdale,2020-03-21,new_cases,0
Calderdale,2020-03-22,new_cases,0
Calderdale,2020-03-23,new_cases,2
Calderdale,2020-03-24,new_cases,0
Calderdale,2020-03-25,new_cases,0
Calderdale,2020-03-26,new_cases,2
Calderdale,2020-03-27,new_cases,2
Calderdale,2020-03-28,new_cases,4
Calderdale,2020-03-29,new_cases,14
Calderdale,2020-03-30,new_cases,10
Calderdale,2020-03-31,new_cases,5
Calderdale,2020-04-01,new_cases,10
Calderdale,2020-04-02,new_cases,6
Calderdale,2020-04-03,new_cases,9
Calderdale,2020-04-04,new_cases,0
Calderdale,2020-04-05,new_cases,20
Calderdale,2020-04-06,new_cases,5
Calderdale,2020-04-07,new_cases,0
Calderdale,2020-04-08,new_cases,16
Cambridgeshire,2020-03-09,new_cases,0
Cambridgeshire,2020-03-10,new_cases,1
Cambridgeshire,2020-03-11,new_cases,0
Cambridgeshire,2020-03-12,new_cases,0
Cambridgeshire,2020-03-13,new_cases,0
Cambridgeshire,2020-03-14,new_cases,3
Cambridgeshire,2020-03-15,new_cases,3
Cambridgeshire,2020-03-16,new_cases,5
Cambridgeshire,2020-03-17,new_cases,0
Cambridgeshire,2020-03-18,new_cases,2
Cambridgeshire,2020-03-19,new_cases,1
Cambridgeshire,2020-03-20,new_cases,1
Cambridgeshire,2020-03-21,new_cases,1
Cambridgeshire,2020-03-22,new_cases,3
Cambridgeshire,2020-03-23,new_cases,10
Cambridgeshire,2020-03-24,new_cases,7
Cambridgeshire,2020-03-25,new_cases,4
Cambridgeshire,2020-03-26,new_cases,6
Cambridgeshire,2020-03-27,new_cases,21
Cambridgeshire,2020-03-28,new_cases,17
Cambridgeshire,2020-03-29,new_cases,15
Cambridgeshire,2020-03-30,new_cases,9
Cambridgeshire,2020-03-31,new_cases,20
Cambridgeshire,2020-04-01,new_cases,12
Cambridgeshire,2020-04-02,new_cases,25
Cambridgeshire,2020-04-03,new_cases,6
Cambridgeshire,2020-04-04,new_cases,19
Cambridgeshire,2020-04-05,new_cases,21
Cambridgeshire,2020-04-06,new_cases,10
Cambridgeshire,2020-04-07,new_cases,15
Cambridgeshire,2020-04-08,new_cases,41
Camden,2020-03-09,new_cases,0
Camden,2020-03-10,new_cases,1
Camden,2020-03-11,new_cases,2
Camden,2020-03-12,new_cases,4
Camden,2020-03-13,new_cases,2
Camden,2020-03-14,new_cases,6
Camden,2020-03-15,new_cases,3
Camden,2020-03-16,new_cases,0
Camden,2020-03-17,new_cases,-2
Camden,2020-03-18,new_cases,10
Camden,2020-03-19,new_cases,6
Camden,2020-03-20,new_cases,10
Camden,2020-03-21,new_cases,5
Camden,2020-03-22,new_cases,2
Camden,2020-03-23,new_cases,7
Camden,2020-03-24,new_cases,4
Camden,2020-03-25,new_cases,7
Camden,2020-03-26,new_cases,14
Camden,2020-03-27,new_cases,14
Camden,2020-03-28,new_cases,16
Camden,2020-03-29,new_cases,4
Camden,2020-03-30,new_cases,8
Camden,2020-03-31,new_cases,16
Camden,2020-04-01,new_cases,69
Camden,2020-04-02,new_cases,13
Camden,2020-04-03,new_cases,19
Camden,2020-04-04,new_cases,19
Camden,2020-04-05,new_cases,26
Camden,2020-04-06,new_cases,9
Camden,2020-04-07,new_cases,23
Camden,2020-04-08,new_cases,22
Central Bedfordshire,2020-03-09,new_cases,0
Central Bedfordshire,2020-03-10,new_cases,0
Central Bedfordshire,2020-03-11,new_cases,0
Central Bedfordshire,2020-03-12,new_cases,0
Central Bedfordshire,2020-03-13,new_cases,0
Central Bedfordshire,2020-03-14,new_cases,1
Central Bedfordshire,2020-03-15,new_cases,2
Central Bedfordshire,2020-03-16,new_cases,1
Central Bedfordshire,2020-03-17,new_cases,2
Central Bedfordshire,2020-03-18,new_cases,0
Central Bedfordshire,2020-03-19,new_cases,1
Central Bedfordshire,2020-03-20,new_cases,1
Central Bedfordshire,2020-03-21,new_cases,3
Central Bedfordshire,2020-03-22,new_cases,3
Central Bedfordshire,2020-03-23,new_cases,5
Central Bedfordshire,2020-03-24,new_cases,3
Central Bedfordshire,2020-03-25,new_cases,2
Central Bedfordshire,2020-03-26,new_cases,4
Central Bedfordshire,2020-03-27,new_cases,14
Central Bedfordshire,2020-03-28,new_cases,6
Central Bedfordshire,2020-03-29,new_cases,8
Central Bedfordshire,2020-03-30,new_cases,4
Central Bedfordshire,2020-03-31,new_cases,18
Central Bedfordshire,2020-04-01,new_cases,3
Central Bedfordshire,2020-04-02,new_cases,18
Central Bedfordshire,2020-04-03,new_cases,0
Central Bedfordshire,2020-04-04,new_cases,17
Central Bedfordshire,2020-04-05,new_cases,16
Central Bedfordshire,2020-04-06,new_cases,12
Central Bedfordshire,2020-04-07,new_cases,20
Central Bedfordshire,2020-04-08,new_cases,9
Cheshire East,2020-03-09,new_cases,0
Cheshire East,2020-03-10,new_cases,0
Cheshire East,2020-03-11,new_cases,0
Cheshire East,2020-03-12,new_cases,0
Cheshire East,2020-03-13,new_cases,0
Cheshire East,2020-03-14,new_cases,1
Cheshire East,2020-03-15,new_cases,0
Cheshire East,2020-03-16,new_cases,-1
Cheshire East,2020-03-17,new_cases,7
Cheshire East,2020-03-18,new_cases,1
Cheshire East,2020-03-19,new_cases,1
Cheshire East,2020-03-20,new_cases,0
Cheshire East,2020-03-21,new_cases,2
Cheshire East,2020-03-22,new_cases,7
Cheshire East,2020-03-23,new_cases,0
Cheshire East,2020-03-24,new_cases,7
Cheshire East,2020-03-25,new_cases,5
Cheshire East,2020-03-26,new_cases,1
Cheshire East,2020-03-27,new_cases,4
Cheshire East,2020-03-28,new_cases,7
Cheshire East,2020-03-29,new_cases,12
Cheshire East,2020-03-30,new_cases,7
Cheshire East,2020-03-31,new_cases,13
Cheshire East,2020-04-01,new_cases,2
Cheshire East,2020-04-02,new_cases,26
Cheshire East,2020-04-03,new_cases,9
Cheshire East,2020-04-04,new_cases,33
Cheshire East,2020-04-05,new_cases,27
Cheshire East,2020-04-06,new_cases,25
Cheshire East,2020-04-07,new_cases,13
Cheshire East,2020-04-08,new_cases,17
Cheshire West and Chester,2020-03-09,new_cases,0
Cheshire West and Chester,2020-03-10,new_cases,0
Cheshire West and Chester,2020-03-11,new_cases,0
Cheshire West and Chester,2020-03-12,new_cases,2
Cheshire West and Chester,2020-03-13,new_cases,1
Cheshire West and Chester,2020-03-14,new_cases,0
Cheshire West and Chester,2020-03-15,new_cases,1
Cheshire West and Chester,2020-03-16,new_cases,0
Cheshire West and Chester,2020-03-17,new_cases,1
Cheshire West and Chester,2020-03-18,new_cases,0
Cheshire West and Chester,2020-03-19,new_cases,2
Cheshire West and Chester,2020-03-20,new_cases,3
Cheshire West and Chester,2020-03-21,new_cases,0
Cheshire West and Chester,2020-03-22,new_cases,1
Cheshire West and Chester,2020-03-23,new_cases,5
Cheshire West and Chester,2020-03-24,new_cases,2
Cheshire West and Chester,2020-03-25,new_cases,0
Cheshire West and Chester,2020-03-26,new_cases,6
Cheshire West and Chester,2020-03-27,new_cases,1
Cheshire West and Chester,2020-03-28,new_cases,6
Cheshire West and Chester,2020-03-29,new_cases,3
Cheshire West and Chester,2020-03-30,new_cases,11
Cheshire West and Chester,2020-03-31,new_cases,9
Cheshire West and Chester,2020-04-01,new_cases,11
Cheshire West and Chester,2020-04-02,new_cases,32
Cheshire West and Chester,2020-04-03,new_cases,19
Cheshire West and Chester,2020-04-04,new_cases,33
Cheshire West and Chester,2020-04-05,new_cases,18
Cheshire West and Chester,2020-04-06,new_cases,33
Cheshire West and Chester,2020-04-07,new_cases,27
Cheshire West and Chester,2020-04-08,new_cases,34
Cornwall and Isles of Scilly,2020-03-09,new_cases,0
Cornwall and Isles of Scilly,2020-03-10,new_cases,0
Cornwall and Isles of Scilly,2020-03-11,new_cases,1
Cornwall and Isles of Scilly,2020-03-12,new_cases,0
Cornwall and Isles of Scilly,2020-03-13,new_cases,0
Cornwall and Isles of Scilly,2020-03-14,new_cases,-1
Cornwall and Isles of Scilly,2020-03-15,new_cases,1
Cornwall and Isles of Scilly,2020-03-16,new_cases,3
Cornwall and Isles of Scilly,2020-03-17,new_cases,2
Cornwall and Isles of Scilly,2020-03-18,new_cases,0
Cornwall and Isles of Scilly,2020-03-19,new_cases,0
Cornwall and Isles of Scilly,2020-03-20,new_cases,6
Cornwall and Isles of Scilly,2020-03-21,new_cases,4
Cornwall and Isles of Scilly,2020-03-22,new_cases,0
Cornwall and Isles of Scilly,2020-03-23,new_cases,5
Cornwall and Isles of Scilly,2020-03-24,new_cases,5
Cornwall and Isles of Scilly,2020-03-25,new_cases,7
Cornwall and Isles of Scilly,2020-03-26,new_cases,6
Cornwall and Isles of Scilly,2020-03-27,new_cases,5
Cornwall and Isles of Scilly,2020-03-28,new_cases,8
Cornwall and Isles of Scilly,2020-03-29,new_cases,8
Cornwall and Isles of Scilly,2020-03-30,new_cases,5
Cornwall and Isles of Scilly,2020-03-31,new_cases,12
Cornwall and Isles of Scilly,2020-04-01,new_cases,18
Cornwall and Isles of Scilly,2020-04-02,new_cases,15
Cornwall and Isles of Scilly,2020-04-03,new_cases,11
Cornwall and Isles of Scilly,2020-04-04,new_cases,24
Cornwall and Isles of Scilly,2020-04-05,new_cases,38
Cornwall and Isles of Scilly,2020-04-06,new_cases,11
Cornwall and Isles of Scilly,2020-04-07,new_cases,0
Cornwall and Isles of Scilly,2020-04-08,new_cases,26
County Durham,2020-03-09,new_cases,0
County Durham,2020-03-10,new_cases,1
County Durham,2020-03-11,new_cases,0
County Durham,2020-03-12,new_cases,0
County Durham,2020-03-13,new_cases,0
County Durham,2020-03-14,new_cases,0
County Durham,2020-03-15,new_cases,0
County Durham,2020-03-16,new_cases,0
County Durham,2020-03-17,new_cases,0
County Durham,2020-03-18,new_cases,2
County Durham,2020-03-19,new_cases,2
County Durham,2020-03-20,new_cases,2
County Durham,2020-03-21,new_cases,4
County Durham,2020-03-22,new_cases,0
County Durham,2020-03-23,new_cases,3
County Durham,2020-03-24,new_cases,4
County Durham,2020-03-25,new_cases,7
County Durham,2020-03-26,new_cases,4
County Durham,2020-03-27,new_cases,27
County Durham,2020-03-28,new_cases,13
County Durham,2020-03-29,new_cases,12
County Durham,2020-03-30,new_cases,19
County Durham,2020-03-31,new_cases,20
County Durham,2020-04-01,new_cases,11
County Durham,2020-04-02,new_cases,34
County Durham,2020-04-03,new_cases,33
County Durham,2020-04-04,new_cases,1
County Durham,2020-04-05,new_cases,61
County Durham,2020-04-06,new_cases,32
County Durham,2020-04-07,new_cases,11
County Durham,2020-04-08,new_cases,107
Coventry,2020-03-09,new_cases,0
Coventry,2020-03-10,new_cases,1
Coventry,2020-03-11,new_cases,0
Coventry,2020-03-12,new_cases,0
Coventry,2020-03-13,new_cases,0
Coventry,2020-03-14,new_cases,0
Coventry,2020-03-15,new_cases,-1
Coventry,2020-03-16,new_cases,1
Coventry,2020-03-17,new_cases,0
Coventry,2020-03-18,new_cases,1
Coventry,2020-03-19,new_cases,0
Coventry,2020-03-20,new_cases,3
Coventry,2020-03-21,new_cases,2
Coventry,2020-03-22,new_cases,5
Coventry,2020-03-23,new_cases,5
Coventry,2020-03-24,new_cases,5
Coventry,2020-03-25,new_cases,1
Coventry,2020-03-26,new_cases,10
Coventry,2020-03-27,new_cases,12
Coventry,2020-03-28,new_cases,7
Coventry,2020-03-29,new_cases,25
Coventry,2020-03-30,new_cases,22
Coventry,2020-03-31,new_cases,7
Coventry,2020-04-01,new_cases,19
Coventry,2020-04-02,new_cases,28
Coventry,2020-04-03,new_cases,33
Coventry,2020-04-04,new_cases,27
Coventry,2020-04-05,new_cases,31
Coventry,2020-04-06,new_cases,17
Coventry,2020-04-07,new_cases,14
Coventry,2020-04-08,new_cases,18
Croydon,2020-03-09,new_cases,0
Croydon,2020-03-10,new_cases,1
Croydon,2020-03-11,new_cases,0
Croydon,2020-03-12,new_cases,0
Croydon,2020-03-13,new_cases,0
Croydon,2020-03-14,new_cases,0
Croydon,2020-03-15,new_cases,1
Croydon,2020-03-16,new_cases,2
Croydon,2020-03-17,new_cases,2
Croydon,2020-03-18,new_cases,26
Croydon,2020-03-19,new_cases,17
Croydon,2020-03-20,new_cases,19
Croydon,2020-03-21,new_cases,13
Croydon,2020-03-22,new_cases,3
Croydon,2020-03-23,new_cases,1
Croydon,2020-03-24,new_cases,43
Croydon,2020-03-25,new_cases,35
Croydon,2020-03-26,new_cases,18
Croydon,2020-03-27,new_cases,38
Croydon,2020-03-28,new_cases,42
Croydon,2020-03-29,new_cases,28
Croydon,2020-03-30,new_cases,24
Croydon,2020-03-31,new_cases,31
Croydon,2020-04-01,new_cases,36
Croydon,2020-04-02,new_cases,57
Croydon,2020-04-03,new_cases,60
Croydon,2020-04-04,new_cases,18
Croydon,2020-04-05,new_cases,43
Croydon,2020-04-06,new_cases,62
Croydon,2020-04-07,new_cases,69
Croydon,2020-04-08,new_cases,74
Cumbria,2020-03-09,new_cases,0
Cumbria,2020-03-10,new_cases,2
Cumbria,2020-03-11,new_cases,0
Cumbria,2020-03-12,new_cases,0
Cumbria,2020-03-13,new_cases,1
Cumbria,2020-03-14,new_cases,1
Cumbria,2020-03-15,new_cases,1
Cumbria,2020-03-16,new_cases,0
Cumbria,2020-03-17,new_cases,12
Cumbria,2020-03-18,new_cases,12
Cumbria,2020-03-19,new_cases,4
Cumbria,2020-03-20,new_cases,14
Cumbria,2020-03-21,new_cases,5
Cumbria,2020-03-22,new_cases,22
Cumbria,2020-03-23,new_cases,31
Cumbria,2020-03-24,new_cases,19
Cumbria,2020-03-25,new_cases,16
Cumbria,2020-03-26,new_cases,31
Cumbria,2020-03-27,new_cases,35
Cumbria,2020-03-28,new_cases,27
Cumbria,2020-03-29,new_cases,54
Cumbria,2020-03-30,new_cases,48
Cumbria,2020-03-31,new_cases,40
Cumbria,2020-04-01,new_cases,45
Cumbria,2020-04-02,new_cases,87
Cumbria,2020-04-03,new_cases,52
Cumbria,2020-04-04,new_cases,65
Cumbria,2020-04-05,new_cases,69
Cumbria,2020-04-06,new_cases,55
Cumbria,2020-04-07,new_cases,51
Cumbria,2020-04-08,new_cases,60
Darlington,2020-03-09,new_cases,0
Darlington,2020-03-10,new_cases,0
Darlington,2020-03-11,new_cases,0
Darlington,2020-03-12,new_cases,0
Darlington,2020-03-13,new_cases,0
Darlington,2020-03-14,new_cases,2
Darlington,2020-03-15,new_cases,0
Darlington,2020-03-16,new_cases,0
Darlington,2020-03-17,new_cases,-1
Darlington,2020-03-18,new_cases,1
Darlington,2020-03-19,new_cases,0
Darlington,2020-03-20,new_cases,0
Darlington,2020-03-21,new_cases,1
Darlington,2020-03-22,new_cases,0
Darlington,2020-03-23,new_cases,0
Darlington,2020-03-24,new_cases,0
Darlington,2020-03-25,new_cases,1
Darlington,2020-03-26,new_cases,1
Darlington,2020-03-27,new_cases,6
Darlington,2020-03-28,new_cases,3
Darlington,2020-03-29,new_cases,1
Darlington,2020-03-30,new_cases,1
Darlington,2020-03-31,new_cases,7
Darlington,2020-04-01,new_cases,1
Darlington,2020-04-02,new_cases,6
Darlington,2020-04-03,new_cases,2
Darlington,2020-04-04,new_cases,0
Darlington,2020-04-05,new_cases,13
Darlington,2020-04-06,new_cases,7
Darlington,2020-04-07,new_cases,3
Darlington,2020-04-08,new_cases,22
Derby,2020-03-09,new_cases,0
Derby,2020-03-10,new_cases,0
Derby,2020-03-11,new_cases,1
Derby,2020-03-12,new_cases,0
Derby,2020-03-13,new_cases,0
Derby,2020-03-14,new_cases,2
Derby,2020-03-15,new_cases,2
Derby,2020-03-16,new_cases,-1
Derby,2020-03-17,new_cases,-4
Derby,2020-03-18,new_cases,11
Derby,2020-03-19,new_cases,-2
Derby,2020-03-20,new_cases,3
Derby,2020-03-21,new_cases,6
Derby,2020-03-22,new_cases,5
Derby,2020-03-23,new_cases,0
Derby,2020-03-24,new_cases,14
Derby,2020-03-25,new_cases,3
Derby,2020-03-26,new_cases,18
Derby,2020-03-27,new_cases,19
Derby,2020-03-28,new_cases,23
Derby,2020-03-29,new_cases,5
Derby,2020-03-30,new_cases,13
Derby,2020-03-31,new_cases,4
Derby,2020-04-01,new_cases,21
Derby,2020-04-02,new_cases,24
Derby,2020-04-03,new_cases,20
Derby,2020-04-04,new_cases,7
Derby,2020-04-05,new_cases,45
Derby,2020-04-06,new_cases,24
Derby,2020-04-07,new_cases,0
Derby,2020-04-08,new_cases,37
Derbyshire,2020-03-09,new_cases,0
Derbyshire,2020-03-10,new_cases,0
Derbyshire,2020-03-11,new_cases,0
Derbyshire,2020-03-12,new_cases,0
Derbyshire,2020-03-13,new_cases,0
Derbyshire,2020-03-14,new_cases,5
Derbyshire,2020-03-15,new_cases,2
Derbyshire,2020-03-16,new_cases,1
Derbyshire,2020-03-17,new_cases,-7
Derbyshire,2020-03-18,new_cases,22
Derbyshire,2020-03-19,new_cases,13
Derbyshire,2020-03-20,new_cases,10
Derbyshire,2020-03-21,new_cases,14
Derbyshire,2020-03-22,new_cases,11
Derbyshire,2020-03-23,new_cases,7
Derbyshire,2020-03-24,new_cases,19
Derbyshire,2020-03-25,new_cases,9
Derbyshire,2020-03-26,new_cases,29
Derbyshire,2020-03-27,new_cases,31
Derbyshire,2020-03-28,new_cases,24
Derbyshire,2020-03-29,new_cases,16
Derbyshire,2020-03-30,new_cases,15
Derbyshire,2020-03-31,new_cases,32
Derbyshire,2020-04-01,new_cases,50
Derbyshire,2020-04-02,new_cases,35
Derbyshire,2020-04-03,new_cases,41
Derbyshire,2020-04-04,new_cases,15
Derbyshire,2020-04-05,new_cases,54
Derbyshire,2020-04-06,new_cases,42
Derbyshire,2020-04-07,new_cases,7
Derbyshire,2020-04-08,new_cases,54
Devon,2020-03-09,new_cases,0
Devon,2020-03-10,new_cases,1
Devon,2020-03-11,new_cases,0
Devon,2020-03-12,new_cases,0
Devon,2020-03-13,new_cases,1
Devon,2020-03-14,new_cases,0
Devon,2020-03-15,new_cases,1
Devon,2020-03-16,new_cases,5
Devon,2020-03-17,new_cases,4
Devon,2020-03-18,new_cases,1
Devon,2020-03-19,new_cases,1
Devon,2020-03-20,new_cases,4
Devon,2020-03-21,new_cases,12
Devon,2020-03-22,new_cases,1
Devon,2020-03-23,new_cases,3
Devon,2020-03-24,new_cases,2
Devon,2020-03-25,new_cases,2
Devon,2020-03-26,new_cases,5
Devon,2020-03-27,new_cases,10
Devon,2020-03-28,new_cases,19
Devon,2020-03-29,new_cases,7
Devon,2020-03-30,new_cases,10
Devon,2020-03-31,new_cases,20
Devon,2020-04-01,new_cases,7
Devon,2020-04-02,new_cases,19
Devon,2020-04-03,new_cases,16
Devon,2020-04-04,new_cases,18
Devon,2020-04-05,new_cases,26
Devon,2020-04-06,new_cases,22
Devon,2020-04-07,new_cases,7
Devon,2020-04-08,new_cases,14
Doncaster,2020-03-09,new_cases,0
Doncaster,2020-03-10,new_cases,0
Doncaster,2020-03-11,new_cases,0
Doncaster,2020-03-12,new_cases,0
Doncaster,2020-03-13,new_cases,0
Doncaster,2020-03-14,new_cases,2
Doncaster,2020-03-15,new_cases,0
Doncaster,2020-03-16,new_cases,0
Doncaster,2020-03-17,new_cases,-2
Doncaster,2020-03-18,new_cases,3
Doncaster,2020-03-19,new_cases,-1
Doncaster,2020-03-20,new_cases,1
Doncaster,2020-03-21,new_cases,2
Doncaster,2020-03-22,new_cases,2
Doncaster,2020-03-23,new_cases,2
Doncaster,2020-03-24,new_cases,4
Doncaster,2020-03-25,new_cases,2
Doncaster,2020-03-26,new_cases,6
Doncaster,2020-03-27,new_cases,3
Doncaster,2020-03-28,new_cases,14
Doncaster,2020-03-29,new_cases,6
Doncaster,2020-03-30,new_cases,5
Doncaster,2020-03-31,new_cases,7
Doncaster,2020-04-01,new_cases,23
Doncaster,2020-04-02,new_cases,16
Doncaster,2020-04-03,new_cases,21
Doncaster,2020-04-04,new_cases,1
Doncaster,2020-04-05,new_cases,20
Doncaster,2020-04-06,new_cases,7
Doncaster,2020-04-07,new_cases,0
Doncaster,2020-04-08,new_cases,24
Dorset,2020-03-09,new_cases,0
Dorset,2020-03-10,new_cases,0
Dorset,2020-03-11,new_cases,0
Dorset,2020-03-12,new_cases,0
Dorset,2020-03-13,new_cases,1
Dorset,2020-03-14,new_cases,0
Dorset,2020-03-15,new_cases,0
Dorset,2020-03-16,new_cases,1
Dorset,2020-03-17,new_cases,0
Dorset,2020-03-18,new_cases,3
Dorset,2020-03-19,new_cases,2
Dorset,2020-03-20,new_cases,0
Dorset,2020-03-21,new_cases,1
Dorset,2020-03-22,new_cases,3
