Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Gloucestershire,E10000013,Upper tier local authority,2020-04-29,17,NA,NA,1220,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-29,34,NA,NA,2611,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-29,12,NA,NA,579,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-29,15,NA,NA,706,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-29,5,NA,NA,1275,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-29,59,NA,NA,1897,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-29,7,NA,NA,767,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-29,5,NA,NA,835,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-29,5,NA,NA,600,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-29,3,NA,NA,920,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-29,3,NA,NA,721,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-29,2,NA,NA,600,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-29,2,NA,NA,667,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-29,13,NA,NA,1196,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-29,3,NA,NA,367,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-29,4,NA,NA,675,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-29,5,NA,NA,948,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-29,3,NA,NA,653,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-29,4,NA,NA,922,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-29,5,NA,NA,1136,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-29,3,NA,NA,448,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-29,2,NA,NA,413,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-29,8,NA,NA,649,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-29,4,NA,NA,725,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-29,2,NA,NA,634,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-29,26,NA,NA,933,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-29,2,NA,NA,546,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-29,2,NA,NA,610,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-29,3,NA,NA,604,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-29,7,NA,NA,636,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-29,5,NA,NA,832,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-29,15,NA,NA,1061,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-29,3,NA,NA,1383,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-29,3,NA,NA,575,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-29,28,NA,NA,1072,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-29,7,NA,NA,1352,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-29,5,NA,NA,621,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-29,12,NA,NA,1205,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-29,2,NA,NA,455,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-29,36,NA,NA,833,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-29,2,NA,NA,525,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-29,28,NA,NA,1431,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-29,10,NA,NA,569,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-29,1,NA,NA,241,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-29,41,NA,NA,895,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-29,35,NA,NA,847,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-29,6,NA,NA,969,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-29,3,NA,NA,571,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-29,24,NA,NA,1019,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-29,22,NA,NA,764,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-29,8,NA,NA,665,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-29,28,NA,NA,2866,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-29,26,NA,NA,1162,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-29,12,NA,NA,560,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-29,7,NA,NA,468,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-29,12,NA,NA,901,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-29,6,NA,NA,2141,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-29,2,NA,NA,714,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-29,10,NA,NA,486,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-29,1,NA,NA,643,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-29,15,NA,NA,1018,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-29,14,NA,NA,808,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-29,4,NA,NA,653,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-29,21,NA,NA,1424,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-29,9,NA,NA,552,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-29,13,NA,NA,694,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-29,10,NA,NA,597,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-29,9,NA,NA,462,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-29,21,NA,NA,845,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-29,16,NA,NA,642,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-29,7,NA,NA,475,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-29,20,NA,NA,655,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-29,16,NA,NA,1111,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-29,2,NA,NA,501,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-29,12,NA,NA,780,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-29,1,NA,NA,310,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-29,3,NA,NA,408,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-29,18,NA,NA,774,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-29,12,NA,NA,438,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-29,14,NA,NA,500,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-29,7,NA,NA,507,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-29,12,NA,NA,821,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-29,19,NA,NA,872,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-29,61,NA,NA,1421,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-29,6,NA,NA,122,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-29,10,NA,NA,469,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-29,5,NA,NA,376,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-29,11,NA,NA,462,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-29,3,NA,NA,369,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-29,1,NA,NA,253,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-29,1,NA,NA,384,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-29,1,NA,NA,480,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-29,2,NA,NA,317,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-29,1,NA,NA,214,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-29,6,NA,NA,626,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-29,3,NA,NA,281,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-29,1,NA,NA,298,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-29,4,NA,NA,251,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-29,5,NA,NA,367,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-29,4,NA,NA,289,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-29,2,NA,NA,345,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-29,8,NA,NA,240,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-29,8,NA,NA,612,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-29,1,NA,NA,211,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-29,12,NA,NA,469,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-29,5,NA,NA,266,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-29,2,NA,NA,303,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-29,6,NA,NA,518,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-29,13,NA,NA,674,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-29,1,NA,NA,491,NA,NA
York,E06000014,Upper tier local authority,2020-04-29,9,NA,NA,288,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-29,6,NA,NA,359,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-29,20,NA,NA,604,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-29,21,NA,NA,456,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-29,7,NA,NA,449,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-29,8,NA,NA,319,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-29,10,NA,NA,620,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-29,7,NA,NA,324,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-29,11,NA,NA,284,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-29,2,NA,NA,361,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-29,7,NA,NA,320,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-29,4,NA,NA,556,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-29,3,NA,NA,197,NA,NA
England,E92000001,Nation,2020-04-28,2004,1690,314,120318,119737,581
South West,E12000009,Region,2020-04-28,109,NA,NA,6245,NA,NA
South East,E12000008,Region,2020-04-28,276,NA,NA,17052,NA,NA
London,E12000007,Region,2020-04-28,165,NA,NA,24446,NA,NA
East of England,E12000006,Region,2020-04-28,184,NA,NA,10580,NA,NA
West Midlands,E12000005,Region,2020-04-28,261,NA,NA,13121,NA,NA
East Midlands,E12000004,Region,2020-04-28,111,NA,NA,6843,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-28,205,NA,NA,10260,NA,NA
North West,E12000002,Region,2020-04-28,399,NA,NA,18990,NA,NA
North East,E12000001,Region,2020-04-28,205,NA,NA,7638,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-28,17,NA,NA,1144,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-28,31,NA,NA,1128,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-28,23,NA,NA,1164,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-28,32,NA,NA,2568,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-28,13,NA,NA,1060,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-28,39,NA,NA,1719,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-28,10,NA,NA,487,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-28,14,NA,NA,1551,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-28,22,NA,NA,1097,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-28,25,NA,NA,930,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-28,11,NA,NA,1034,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-28,58,NA,NA,1514,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-28,17,NA,NA,837,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-28,25,NA,NA,922,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-28,46,NA,NA,2782,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-28,41,NA,NA,3348,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-28,30,NA,NA,2277,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-28,46,NA,NA,2751,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-28,23,NA,NA,1203,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-28,35,NA,NA,2577,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-28,21,NA,NA,567,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-28,9,NA,NA,691,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-28,5,NA,NA,1270,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-28,18,NA,NA,1838,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-28,25,NA,NA,760,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-28,20,NA,NA,830,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-28,3,NA,NA,595,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-28,6,NA,NA,917,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-28,2,NA,NA,718,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-28,1,NA,NA,598,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-28,1,NA,NA,665,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-28,5,NA,NA,1183,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-28,3,NA,NA,364,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-28,7,NA,NA,671,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-28,2,NA,NA,943,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-28,5,NA,NA,650,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-28,12,NA,NA,918,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-28,8,NA,NA,1131,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-28,2,NA,NA,445,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-28,3,NA,NA,462,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-28,2,NA,NA,411,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-28,4,NA,NA,641,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-28,4,NA,NA,721,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-28,2,NA,NA,632,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-28,8,NA,NA,907,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-28,2,NA,NA,544,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-28,1,NA,NA,608,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-28,1,NA,NA,601,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-28,5,NA,NA,629,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-28,2,NA,NA,827,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-28,10,NA,NA,1046,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-28,18,NA,NA,1380,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-28,4,NA,NA,572,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-28,11,NA,NA,1044,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-28,9,NA,NA,1345,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-28,9,NA,NA,616,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-28,11,NA,NA,1193,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-28,2,NA,NA,453,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-28,24,NA,NA,797,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-28,10,NA,NA,523,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-28,40,NA,NA,1403,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-28,10,NA,NA,559,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-28,6,NA,NA,240,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-28,27,NA,NA,854,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-28,12,NA,NA,812,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-28,15,NA,NA,963,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-28,5,NA,NA,568,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-28,35,NA,NA,995,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-28,19,NA,NA,742,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-28,4,NA,NA,657,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-28,27,NA,NA,2838,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-28,21,NA,NA,1136,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-28,20,NA,NA,548,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-28,3,NA,NA,461,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-28,23,NA,NA,889,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-28,15,NA,NA,2135,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-28,10,NA,NA,712,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-28,4,NA,NA,476,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-28,3,NA,NA,642,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-28,16,NA,NA,1003,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-28,11,NA,NA,794,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-28,17,NA,NA,649,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-28,22,NA,NA,1403,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-28,14,NA,NA,543,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-28,28,NA,NA,681,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-28,8,NA,NA,587,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-28,2,NA,NA,453,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-28,15,NA,NA,824,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-28,20,NA,NA,626,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-28,13,NA,NA,468,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-28,13,NA,NA,635,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-28,23,NA,NA,1095,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-28,17,NA,NA,499,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-28,26,NA,NA,768,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-28,4,NA,NA,309,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-28,1,NA,NA,405,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-28,15,NA,NA,756,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-28,4,NA,NA,502,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-28,1,NA,NA,442,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-28,11,NA,NA,426,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-28,1,NA,NA,486,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-28,22,NA,NA,500,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-28,34,NA,NA,809,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-28,17,NA,NA,853,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-28,54,NA,NA,1360,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-28,9,NA,NA,116,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-28,8,NA,NA,459,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-28,2,NA,NA,284,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-28,12,NA,NA,371,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-28,1,NA,NA,451,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-28,1,NA,NA,366,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-28,6,NA,NA,252,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-28,5,NA,NA,383,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-28,11,NA,NA,479,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-28,2,NA,NA,315,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-28,3,NA,NA,213,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-28,11,NA,NA,620,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-28,2,NA,NA,278,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-28,1,NA,NA,297,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-28,15,NA,NA,247,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-28,12,NA,NA,362,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-28,2,NA,NA,202,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-28,9,NA,NA,285,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-28,1,NA,NA,343,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-28,12,NA,NA,232,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-28,12,NA,NA,604,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-28,2,NA,NA,210,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-28,24,NA,NA,457,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-28,7,NA,NA,261,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-28,12,NA,NA,301,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-28,6,NA,NA,512,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-28,23,NA,NA,661,NA,NA
